question,answer,A,B,C,D
"Which ancient author wrote Ten Books of Architecture, a work that contained the principles followed by Renaissance architects?",Vitruvius,Vitruvius,Satyros,Aristotle,Pythias
Who wrote Divina Proportione which explored the use of the golden ratio in the Renaissance architecture?,Luca Pacioli,Le Combusier,Luca Pacioli,Leonardo Da Vinci,Palladio
"Who was the first architect since antiquity to use the classical orders Doric, Ionic and Corinthian in an appropriate manner?",Brunelleschi,Brunelleschi,Donato Bramante,Leon Battista Alberti,Gian Lorenzo Bernini
"This Renaissance architect, famous as chief architect of the Venetian Republic, wrote the treatise Four Books on Architecture.",Andrea Palladio,Michelozzo Michelozzi,Leonardo Da Vinci,Giovanni Baptista Quadrio,Andrea Palladio
Italian Mannerism is a term related to the High Renaissance.,False,False,True,,
In which year was the term photography first used?,1839,1839,1876,1729,1903
In 1945 this man was given the Pulitzer Prize in News Photography for his famous photo of the raising the American flag on the Japanese island Iwo Jima.,Joe Rosenthal,Joe Rosenthal,Frank Noel,Frank Filan,Milton Brooks
When was the first aerial photograph taken?,1858,1994,1456,1858,1938
When was the first underwater photograph taken?,1856,1966,1946,1976,1856
"This famous photojournalist specialized in war photographs. He covered the Spanish Civil War, The Second Sino-Japanese War, World War II (He landed on Omaha Beach!) ,The Israeli War for Independence, and The French-Indochina  War. What was his name?",Robert Capra,Robert Capra,Spider Martin,Eddie Adams,David Eugene Smith
When was the first permanently colored photograph taken?,1861,1861,2001,1990,1959
One can be amazed at the great detail and lack of distortion in the photographs of Civil War photographer Matthew Brady. What is the major reason for this?,He used a really big camera.,Outdoor photographs are always better than indoor photographs.,He used a really big camera.,He used only the purest of chemicals in his darkroom.,He used linen rather than paper for his pictures.
When was the first picture of a university class taken?,1840,1827,1906,1876,1840
When was the first digital camera introduced?,1981,1981,1946,1978,1990
He was a great American photographer and one of the inventors of the Zone System. He is probably best known for his images of Yosemite National Park. What is his name?,Ansel Adams,Jacob Riis,David Eugene Smith,Minor White,Ansel Adams
Which great singer/songwriter wrote the song Photographs and Memories?,Jim Croce,Lionel Richie,Mariah Carey,Jim Webb,Jim Croce
Which phrase refers to a costly victory that results in losses so high as to make you wonder whether it was worth it?,Pyrrhic victory,Draconian victory,Macedonian victory,Gordian victory,Pyrrhic victory
What term refers to amyotrophic lateral sclerosis?,Lou Gehrigs Disease,Lou Gehrigs Disease,Tourette syndrome,Parkinsons disease,Brocas disease
"In the same year Jesse James was shot and killed, Edward Hopper was born.  What was the year?",1882,1882,1895,1906,1870
"During the four years after he finished college, Edward Hopper made how many trips to Europe?",3,3,1,0,5
"In Europe, Edward Hopper visited the Louvre Museum where he saw Degas painting The Cotton Exchange, New Orleans. He called it the most wonderful painting he had ever seen.",False,True,False,,
What was Edward Hoppers occupation in his forties?,A commercial illustrator,A commercial illustrator,An art school professor,He ran his familys grocery store,A sailing instructor
At what age did Edward Hopper have his first one-man show of paintings?,37,37,22,45,29
"After Edward Hopper married painter Josephine Nivison, she became the only model for all of his female figures.",True,True,False,,
"Edward Hopper once said, The only real influence Ive ever had was myself.",True,False,True,,
"Where does Edward Hoppers most famous painting, âNighthawksâ, reside?",The Art Institute of Chicago,Museum of Modern Art in New York,The Whitney Museum of American Art,The Art Institute of Chicago,The Des Moines Art Center
What family member does the Spanish noun âabuelaâ denote?,Grandmother,Sister,Grandmother,Niece,Daughter
What is the Spanish word for mirror?,Espejo,Pelo,Espejo,Queso,Tenedor
What is the meaning of the Spanish expression âtengo sedâ?,I am thirsty,I need to speak,I am lonely,I am thirsty,I am pregnant
What part of the human body does the Spanish word âdedoâ denote?,Finger,Foot,Kidney,Elbow,Finger
What is the meaning of the Spanish phrase âLe invito a almorzarâ?,Iâm inviting you to lunch,I was invited to a wedding,Life leads to death,Iâm inviting you to lunch,We are moving to a house
What color does the Spanish word âverdeâ denote?,Green,Brown,Blue,Grey,Green
What is the meaning of the Spanish word âordenadorâ?,Computer,Waiter,Perambulator,Computer,Doctor
What does the Spanish expression âMe he perdido el bolsoâ mean?,I lost my bag,I lost my bag,My ex-husband wants me back,All this stuff is mine,I need to see the doctor
Which day of the week does the Spanish word âmartesâ denote?,Tuesday,Tuesday,Wednesday,Monday,Friday
What number does the Spanish word âcienâ denote?,A hundred,Zero,Forty,Sixty,A hundred
Which Greek god guides the dead to the river Styx to pay their toll to Charon so that they can get into the underworld?,Hermes,Isis,Hades,Gaia,Hermes
Is it true that according to Greek myths Arachne had great respect for Athena?,No,No,Yes,,
How was Prometheus punished for stealing fire and bringing it to humans?,None of these,He was killed.,He was hung up on a mountain where every day a crow came and ate his liver.,He had to hold the sky up.,None of these
Who is the mother of Dionysus?,Semele,Hera,Maia,none of these,Semele
The Afrikaans language is one of the official languages in this African country.,South Africa,Botswana,South Africa,Lesotho,Namibia
"In what Asian country is the Nuosu language, also called Northern Yi, Liangshan Yi, Nosu, and Sichuan Yi, spoken?",China,Vietnam,North Korea and South Korea,All of these,China
What is the official language of Denmark?,Danish,Finnish,Danish,Dutch,All of these
On what continent is the Ga language spoken?,Africa,South America,Africa,Australia,Asia
What is the official language in Scotland?,None of these,Scots,Gaelic,Scottish,None of these
"What type of language is the Tigre language, which is the native language of the Tigre people?",Semitic,Semitic,Indo-European,Slavic,West Germanic
In which of these countries is Spanish not an official language?,Brazil,Brazil,Colombia,Honduras,Peru
"What is the official language of Andorra, a small country in southwestern Europe bordered by Spain and France?",Catalan,Portuguese,French,Spanish,Catalan
The Greek language has an official status on this Mediterranean island.,Cyprus,Malta,Sardinia,Corsica,Cyprus
The Igbo language is one of the official languages in this African country.,Nigeria,Niger,Chad,Nigeria,Ethiopia
In the Western part of the U.S. this word is used to express great enthusiasm.,wahoo,yoohaw,whoahoa,woohaw,wahoo
Which statement is untrue about Bill Bojangles Robinson who is regarded as the most famous tap dancer of all time?,"When honored by the King of England as the best dancer in the world, he said Thank you , King-Oh.",He was once made Honorary Mayor of Harlem in NYC.,He was famous for his stair dance.,He set a record of  8.2 seconds for the 75 yard backwards dash.,"When honored by the King of England as the best dancer in the world, he said Thank you , King-Oh."
Which statement is not  true about Bill Robinson?,His younger brother became his agent.,"He was making  $3,500 a week by 1910.",He switched names  with his younger  brother.,His younger brother became his agent.,He appeared in Stormy Weather with Lena Horne.
"This award winning tap dancer, inspired by Bojangles Robinson, had a unique technique. He danced as if he were on ice.",Jimmy Slyde,Honi Coles,Jimmy Slyde,Bill Bailey,Sandman Sims
Bill Robinsons style of dance emphasizes clean toe taps. Which tap great developed a style that put emphasis on percussive heel stomps?,John W. Bubbles,Chuck Green,John W. Bubbles,George Primrose,Cholly  Atkins
Clayton Bates was an excellent tap dancer who lived from 1907-1998. What was special about his tap dancing?,He had one leg.,He combined ballet and tap.,He had one leg.,He danced on sand and salt.,He tapped shoeless.
"This tap dancing great was born in Fitzgerald, Georgia in 1919. He became a star and toured  throughout the South as a youngster. He later formed the successful group Chuck and Chuckles. Who was he?",Chuck Green,Jimmy Doyle,Charlie Dixon,Chuck Martyn,Chuck Green
What was unique about Howard Simms tap dancing style?,He danced on a 3 square foot plank.,He danced on a 3 square foot plank.,He danced backwards.,He did acrobatics while dancing.,He danced barefooted.
They were a great tap dancing duo. Their names were Harold and Fayard. They received no formal training but  were considered the greatest dancing  duo in history. What was the name of their act?,The Nicholas Brothers,The  Syncopates,The Berry Brothers,The Nicholas Brothers,Hines and Hines
He first became famous dancing with Cholly Atkins but later had a single career. He was in  Dirty Dancing and won a Tony Award for My One and Only. Who was he?,Honi Coles,Honi Coles,Johnny Browne,Fayard Berry,Eddie Lee Parker
He was born in 1943 in NYC and began studying dance at five. He teamed with his brother and dad to form a very popular TV and Las Vegas act. He was the first African-American to direct at Radio City Music Hall. Who is he?,Maurice Hines,Watson Hines,Thaddeus Hines,Maurice Hines,Gregory Hines
"Sammy Davis, Jr. was a great tap dancer, actor, singer, comic actor, and a member of the Rat Pack.  What was the name of the act that led to his fame?",The Will Mastin Trio,The Hoofers,The Stylistics,The Will Mastin Trio,The Tappers
"What step is defined as a solo tap dance with sharp foot accents, springs, leg flings, and heel clicks.?",Buck and wing,slap step,Buffalo,ball change,Buck and wing
What does the word hoxter mean?,the inside pocket on a suit or coat,the inside pocket on a suit or coat,someone who teaches magic,one who advocates equal rights for men,any drug which relieves depression
What does a tegestologist do?,collects beer mugs and beer coasters,predicts the movement of stellar objects,collects beer mugs and beer coasters,studies porcelain and items made of porcelain,trades with old coins and notes
Which of these is the meaning of the word quodlibertarian?,a pedantic person who engages in elaborate arguments about minor things,a pedantic person who engages in elaborate arguments about minor things,someone who either has been married four times or who is married to four people,a person who will testify to anything for the right price,one who can talk about numerous subjects
What is the definition of the word buccula?,a double chin,an extremely ugly young woman,a person with huge eyebrows,a double chin,a piece of firewood
What is the meaning of the world kalling?,fortunetelling based on what variety of cabbage a blindfolded person picks,a headache which covers the entire head,the use of foul or abusive language to relieve stress or ease pain,living under rocks,fortunetelling based on what variety of cabbage a blindfolded person picks
What does the word tarantism mean?,an urge to overcome melancholy by dancing,the act of eating raw flesh,an urge to overcome melancholy by dancing,tyrannical rulership of a woman by her husband,showing off by using words
What is the meaning of estivation?,going somewhere for the summer,the act of building a nest,going somewhere for the summer,"the art of creating new words to represent entire sentences, or shorthand notation",eating snakes
Tomecide is a word referring to which of the following?,murdering or destroying a book,the philosophy that society is built upon individuals helping each other,murdering or destroying a book,a neurosis caused by serving in the military,a place with few or no men
Which of these is the definition for the word funkify?,to run away in fear,to cause a frog or a toad to fly through the air,to run away in fear,"to quickly eat ones meal, not taking time to savor it",to spend all your time trying to make money
What does the word hadeharia refer to?,the practice of constantly using the word hell in speaking,a government of saints,anything considered holy or sacred,the practice of constantly using the word hell in speaking,the crime of beating a person in their own home
"What was the name of the riverboat in the Kern/Hammerstein musical, Showboat?",Cotton Blossom,Lady Lily,Mississippi Rambler,Mississippi Belle,Cotton Blossom
"The song Ole Man River from Showboat was written for a notorious basso. Although not in the original production, this basso came on board for the revival in 1932. Who was he?",Paul Robeson,Robert Goulet,William Warfield,John Raitt,Paul Robeson
What was the name of Laurie Williams creepy farm-hand stalker in Oklahoma!?,Jud Fry,Will Parker,Jud Fry,Andrew Carnes,Ali Hakim
"In South Pacific what circumstance of Emile de Becque at first repulsed naive nurse, Nellie Forbush and threatened their Enchanted love for one another.",He had two inter-racial children from a former marriage.,He was a secret Nazi sympathizer.,He had two inter-racial children from a former marriage.,He had a third nipple.,He cultivated his plantation using slave labor.
What was unusual about Luther Billiss performance of Honey Bun in South Pacific?,He performed it in drag.,He performed it in drag.,He performed it in both Act 1 and Act 2.,He performed it in the shower.,He performed it off stage.
Who composed the music for West Side Story?,Leonard Bernstein,Stephen Sondheim,Leonard Bernstein,Andrew Lloyd Webber,Oscar Hammerstein
Which of the following actors was not a performer in the original Broadway production of Hair?,Matthew Broderick,Matthew Broderick,Ben Vereen,Meatloaf,Keith Carradine
I Enjoy Being a Girl is from what Broadway musical?,Flower Drum Song,La Cage aux Folles,Flower Drum Song,Legally Blond,Oklahoma!
"Which cat sings Memory in the Andrew Lloyd Weber hit musical, Cats?",Grizabella,Griddlebone,Jemina,Jellylorum,Grizabella
The musical Miss Saigon is based on what classical opera?,Madame Butterfly,The Mikado,Pirates of Penzance,Madame Butterfly,La Boheme
"Where do Christine and Raoul sing their love duet, All I Ask of You in The Phantom of the Opera?",On the roof of the Paris Opera House,On stage during a performance of Il Muto,In box 5 during a performance of Il Muto,On the roof of the Paris Opera House,On the grand staircase of the Paris Opera House
In Wicked Elfaba puts a spell on the monkeys enabling them to fly. Why did she cast the spell which earned her the loyalty of the monkeys?,To save them from the clutches of the Wizard,To save them from the approaching tornado,To save them from the lions,To save them from the clutches of the Wizard,To save them from Glenda who had them caged as pets
Who was the mother of Zeus?,Rhea,Maia,Hera,Gaia,Rhea
"In Greek mythology, is Semele the mother of Hermes?",No,Yes,No,,
"Is Maia the mother of Dionysus, the Greek god of wine?",No,Yes,No,,
Who is the mother of the nine muses in Greek mythology?,Mnemosyne,Mnemosyne,Urania,Melpomene,Clio
Who is the mother of the Greek god Hephaestus?,Hera,Artimas,Athena,Hera,Aphrodite
"Does the Greek goddess of love, Aphrodite, have a mother?",No,No,Yes,,
"Who is the mother of Athena, the goddess of wisdom?",Metis,Metis,Thaila,Echo,none of these
The term lesbian is derived from the name of a Greek island.,True,False,True,,
The first legends about werewolves originated on this continent.,Europe,Asia,Africa,Europe,South America
"According to legends, a human can initiate their transformation into a werewolf if they drink rainwater from this source.",Wolfs footprint,All of these,Dogs water bowl,Rainwater collected on a rooftop,Wolfs footprint
What metal are werewolves afraid of according to modern legends and stories?,Silver,Gold,Copper,Iron,Silver
What method of turning a werewolf back into a normal human being was practiced during the Middle Ages?,All of these,Exorcism,Medical treatment,All of these,Surgery
"People suffering from this mental disorder believe they are able to turn into wolves or werewolves, or any other animal form.",Clinical lycanthropy,Lupus,Wolf psychiatric syndrome,Split canid personality,Clinical lycanthropy
What physical characteristic was used in the past as an indicator that a werewolf is in their human form?,All of these,All of these,Unibrow,Curved nails,Low set ears
What type of people turn into werewolves according to Scandinavian mythology?,Old women,Murderers,Orphans,Old women,Homeless people
What accident turns Jack Nicholsons character into a werewolf in the 1994 horror movie Wolf?,He is bitten by a wolf.,He is bitten by a wolf.,He is struck by lightning.,He almost drowns and is saved by a wolf.,He finds a cursed statue and takes it home.
"According to Greek mythology, Lycaon, king of Arcadia, was turned into a werewolf-like creature because he served Zeus a dish of which of the following?",Lycaons child,A wolf,Lycaons child,A dog,Lycaons servant
What does the wolf-like creature called nahual steal from people according to Mexican legends?,Cheese,Children,Sheep,Chickens,Cheese
"In this passionate and dramatic dance, the man plays the part of a matador and the lady usually represents his cape.",Paso Doble,Bolero,Paso Doble,Flamenco,Tango
"Abrazo, ocho, caminada and giro are terms typically associated with this dance that originated in South America.",Argentinian tango,Argentinian tango,Rumba,Salsa,Mambo
"What 1995 film, directed by Carlos Saura, features performances by Paco de LucÃ­a, JoaquÃ­n CortÃ©s and Manolo SanlÃºcar?",Flamenco,Carmen,Bolero,Tango,Flamenco
"Pas de basque, pas de chat, pas de deux are terms related to ballet. What does the French word pas mean in English?",step,position,jump,step,turn
Which Latin dance is not performed in International Style Ballroom competitions?,Merengue,Rumba,Samba,Cha-cha-cha,Merengue
Which country is not correctly paired with its national dance?,Brazil - Salsa,Dominican Republic - Merengue,Brazil - Salsa,Hungary - Czardas,Chile - Cueca
Who recorded the Academy Award-winning song to which Baby and Johnny performed their final dance in the 1987 movie Dirty Dancing?,Bill Medley and Jennifer Warnes,Bill Medley and Jennifer Warnes,Maurice Williams  the Zodiacs,Otis Redding,Patrick Swayze
Which of the International Ballroom dances is possibly named after a 1930s Mickey Mouse cartoon?,Jive,Charleston,Foxtrot,Jive,Quickstep
"The classical tutu, worn by ballerinas, is featured in this French artists ballet paintings.",Edgar Degas,Claude Monet,Edgar Degas,Henri Matisse,Pierre-Auguste Renoir
"What dance style, that evolved in the 1970s in New York City, involves moves known as Toprock and Downrock?",Breakdance,Juba dance,Swing,Tap dance,Breakdance
In the time line of art history impressionism was part of which period?,Modern art,Neoclassicism,Renaissance,Modern art,Romanticism
"Impressionism took its name from a painting by this artist called Impression, Sunrise.",Claude Monet,Camille Pissarro,Claude Monet,Ãdouard Manet,Paul CÃ©zanne
Who was known as the Father of Impressionism?,Camille Pissarro,Edgar Degas,Pierre-Auguste Renoir,Camille Pissarro,Claude Monet
Who of the following was not an impressionist?,Jean-LÃ©on GÃ©rÃ´me,Gustave Caillebotte,Berthe Morisot,Mary Cassatt,Jean-LÃ©on GÃ©rÃ´me
"Who was the British artist, born in 1839 in France, who painted Street in Moret and Sand Heaps?",Alfred Sisley,John Sargent,Alfred Sisley,Walter Sickert,Philip  Steer
"This French impressionist, whose most famous works were The Pink Dress and Family Reunion, died in the Franco-Prussian War when he was only 29 years old.",FrÃ©dÃ©ric Bazille,Camille Pissarro,Ãdouard Manet,FrÃ©dÃ©ric Bazille,Gustave Caillebotte
Which of these works was not painted by Claude Monet?,The Luncheon on the Grass,The Luncheon on the Grass,Woman with a Parasol,The Woman in the Green Dress,Bridge over a Pond of Water Lilies
"In the late 19th century a group of impressionists, writers and art lovers centered around Edouard Manet, gathered at this site in Paris for discussions.",CafÃ© Guerbois,CafÃ© Manet,CafÃ© Royal,CafÃ© Guerbois,CafÃ© Soleil levant
"This artist, who hated the term impressionist and insisted on being called realist, was famous for painting ballet dancers.",Edgar Degas,Edgar Degas,Armand Guillaumin,Paul CÃ©zanne,FrÃ©dÃ©ric Bazille
"What American impressionist painted the works Tea, The Boating Party, and Summertime?",Mary Cassatt,Frank W. Benson,Alfred Sisley,Mary Cassatt,Childe Hassam
Which of the following is not one of the siblings of Helen of Troy?,Asclepius,Asclepius,Clytemnestra,Castor,Polydeuces
The name of Helen of Troy is derived from the Greek word meaning sun.,False,True,False,,
Which one of these is the name of Helen of Troys daughter from Menelaus?,Hermione,Hermione,Iphigenia,Clytemnestra,Aethra
Helen of Troy was called The Face Who Launched a Thousand Ships as she inherited a huge fleet from her father.,False,False,True,,
Was Helen of Troy immortal?,Yes,Yes,No,,
Some legends state that Helen of Troyâs mother was Nemesis and she threw the egg from which Helen was born. Who did Helen share this egg with?,Dioscuri,Dioscuri,Pleisthenes,Asclepius,Castor
"What does the most popular hardcore dancing move, two step look like?",Placing one foot in front of the other and jumping on it with your arm thrust opposite to the leg that is moving in the front,Placing one foot in front of the other and jumping on it with your arm thrust opposite to the leg that is moving in the front,"Jumping around and swinging your fists, stomping back and froth across the pit",Spinning karate kicks in a sequence,"Punching the floor and stomping in place, throwing your fists back, trying to strike anyone behind you"
The most common hardcore move two step was taken from which dance?,Skanking,Pogo,Mosh,Headbanging,Skanking
Ska music was born in Jamaica in the 1960s. Which of these names appears very often in ska lyrics?,Rudy,Rudy,Bobby,Johny,Jimmy
Which New York hardcore punk band did parody hardcore dancing in their music video Step Down?,Sick of it All,Sick of it All,Minor Threat,Agnostic Front,Comeback Kid
What is the name of the act of getting on the stage during a concert and then jumping in the crowd below?,Stage diving,Crowd diving,Moshing,Crowd surfing,Stage diving
At the 2000 Roskilde festival nine people died while crowd-surfing at the concert of which band?,Pearl Jam,Fantomas,Green Day,Sick of it all,Pearl Jam
Which hardcore dance involves people jumping around and pushing each other in a circle in front of the stage?,Moshing,Pogo,None of these,Headbanging,Moshing
What is the name of the act of pretending to play the guitar with your hands and moving your body as if you are following the rhythm of the music?,Air guitar,Air strings,Pseudo guitar,Air guitar,No strings attached
"Which Swedish metal band pretends to play instruments in the video New Millennium Cyanide Christ, while actually only moving their hands and bodies?",Meshuggah,In Flames,Therion,Opeth,Meshuggah
"Which is the American metal band, whose frontman Mark Hunter is often called Metal Moses, because on concerts, he often parted the crowd in two parts, just like Moses did at the Red Sea?",Chimaira,Murphys law,Chimaira,Cradle of filth,Hatebreed
"In which of these countries does the Judaeo-Spanish, or Ladino language, have an official status?",None of these,Israel,Spain,Brazil,None of these
What major language is one of the official languages in New Zealand?,English,German,English,Spanish,French
In what country is the Slavey language spoken?,Canada,Canada,Slovenia,Australia,South Africa
On what continent is the Urdu language spoken?,Asia,Australia,Asia,North America,Africa
"What other name is used for the language known as Siksika and Pikanii, which is spoken in North America?",Blackfoot,Bigfoot,Blackmouth,Bigmouth,Blackfoot
What is the official language in Egypt?,Arabic,Arabic,English,French,Egyptian
"What type of language is the Manx language, spoken on the Isle of Man?",Celtic,Slavic,Celtic,Semitic,Germanic
What is the official language in Ukraine?,Ukrainian,All of these,Ukrainian,Russian,Moldovan
Which of these languages is extinct?,All of these,Gafat language,Egyptian language,All of these,Miami-Illinois language
"What major official language do Senegal, Monaco, Luxembourg, Haiti and Madagascar share?",French,French,Spanish,English,All of these
Which of these mythological figures is not one of the Titanides?,Selene,Themis,Thetis,Rhea,Selene
What does Meter Megale mean?,Great Mother,Mother of Earth,Gods Mother,Mother of Universe,Great Mother
What is Salvador DalÃ­s birth name?,Salvador Domingo Felipe Jacinto DalÃ­ i DomÃ¨nech,Francisco Salvador Jacinto DalÃ­ i DomÃ¨nech,Salvador Domingo Felipe Jacinto DalÃ­ i DomÃ¨nech,Silvester Pedro Anjel Domingo DalÃ­,DomÃ¨nech Salvador Maria Felipe DalÃ­
When was Salvador DalÃ­ born?,"May 11, 1904","May 11, 1904","April 17, 1907","August 13, 1900","March 14, 19010"
Salvador Dalis works can be attributed to this art movement.,All of these,All of these,Cubism,Dada,Surrealism
What title did King Juan Carlos of Spain bestow on Salvador Dali in 1982?,Marquis of Pubol,Viscount of Pubol,Duke of Pubol,Marquis of Pubol,Baron of Pubol
What was the cause of Salvador Dalis death?,He died from a heart failure.,He died from food poisoning.,He committed suicide.,He died from a heart failure.,He died in a fire that broke out in his house.
"What was the name of Salvador Dalis wife, who was also his muse?",Gala,Frida,Josephine,Gala,Hanna
Dali collaborated with British poet Edward James on these two notable surrealist art works.,Lobster Telephone and the Mae West Lips Sofa,Ballerina in a Deaths Head and The Temptation of St. Anthony,The Persistence of Memory and Swans Reflecting Elephants,Dematerialization Near the Nose of Nero and Galatea of The Spheres,Lobster Telephone and the Mae West Lips Sofa
Which one of these art works does not belong to Salvador Dali?,Lady With Ermine,Meditative Rose,Crucifixion (Corpus Hypercubus),Honey is Sweeter Than Blood,Lady With Ermine
Dali engages these recurring images in a large number of his paintings.,All of these,All of these,Eggs,Watches,Elephants
What is the meaning of the name Salvador?,Savior,Silver,Messenger,Savior,Blessing
"The European dragon, which is part of the English mythology, is depicted on the national flag of this country.",Wales,England,Scotland,Wales,Ireland
"The yale, a creature from English and European mythology, resembles this animal.",Goat,Cat,Wolf,Goat,Rooster
What kind of creature is the Melusine according to European folklore?,A woman with serpent body,A two-headed witch,A fairy,A dog with an eagle head,A woman with serpent body
What animal does the English mythological creature Enfield resemble?,All of these,Lion,All of these,Wolf,Fox
Name the creature from British and European mythology which is shaped like a serpent or dragon and swallows its own tail.,Ouroboros,Basilisk,Crocotta,Salamander,Ouroboros
What head does the mythological creature called manticore have?,Human head,Lions head,Human head,Dragons head,Horse head
Where does the British mythological creature Afanc live according to legend?,In lakes,Under beds,In graveyards,In the woods,In lakes
"What creature from Arthurian legends has a serpents head, a leopards body and deers feet?",Questing Beast,Questing Beast,Cockatrice,Azure Dragon,Mandragora
What kind of creature is the Fuath according to Celtic mythology?,Water spirit,Water spirit,Werewolf,Witch,Flower fairy
What is the Banshee spirit from Irish mythology associated with?,Death,Death,Wealth,Food,Birth
"Giovanni Battista Tiepolo, an Italian painter who became most famous in Europe between 1750 and 1770, is a representative of which art movement?",Rococo,Renaissance,Rococo,Humanism,Romanticism
"What was the nickname of Jacopo Robusti (1518-1594), an Italian artist, often compared to Furioso?",Tintoretto,Scheggia,Michelangelo,Uccello,Tintoretto
"Sfumato, which means blended in Italian is an art technique, created by which Italian Renaissance artist?",Leonardo da Vinci,Michelangelo,Tintoretto,Leonardo da Vinci,Titian
"Which of the following works was painted by Titian, one of the most famous painters of the Renaissance and the Vetian school?",Penitent Mery Magdalen,Penitent Mery Magdalen,Madona and Child Blessing,Marta and Mary Magdalen,Madona della Scala
"The paintings of Italian painter Giorgio Morandi, who was born in Bologna in 1890, were featured in which film by Federico Fellini?",La Dolce Vita,Lici del Varieta,Satyricon,La Dolce Vita,Roma
"The movement Pittura Metafisica (metaphysical painting), that presents an alternative and illogical reality, was founded in 1917 by which Italian artists?",Carlo Carra and Giorgio de Chirico,Carlo Carra and Giorgio de Chirico,Amedio Clemente Modigliani and Giorgio de Chirico,Emilio Vedova and Amedio Clemente Modigliani,Emilio Vedova and Carlo Carra
Leonardo da Vinci was hired to paint one of the walls of the Palazzo Vecchio in Florence. Who was his rival that painted the opposite wall?,Michelangello,Michelangello,Raphael,Donatello,Bernini
"Which Italian artist made the sculpture Neptune and Triton, displayed in the Victoria and Albert Museum in London?",Gian lorenzo Bernini,Gian lorenzo Bernini,Francesco di Giorgio Martini,Donatello,Ernesto Biondi
It is widely believed that the foxtrot dance got its name from which of the following?,An actor,A flower,A type of food,An actor,An animal
In what country did the Bachata dance originate?,Dominican Republic,Jamaica,Dominican Republic,Cuba,Brazil
"What dance does Al Pacinos character perform in the 1992 movie Scent of a Woman, when he gets enchanted by the perfume of his dancing partner?",Tango,Bolero,Flamenco,Tango,Rumba
What is the popular dance style Charleston named after?,A city,Its inventor,A piece of clothing,A city,A composer
"Toprock, footwork, power moves, freezes, and suicides are techniques used in this popular dance style.",B-boying,B-boying,Locking,Krumping,Popping
In which country did the Mambo music and dance originate in the 1930s?,Cuba,Paraguay,Argentina,Cuba,Nicaragua
"In the 1950s, what name was used for the dance that is nowadays referred to as boogie-woogie?",Rocknroll,Rocknroll,Quickstep,Swing,Jive
Which is the oldest of the so-called ballroom dances?,Viennese Waltz,Viennese Waltz,Quickstep,Peabody,Foxtrot
In what country did the Cha-cha-cha dance originate?,Cuba,Colombia,Brazil,Cuba,Dominican Republic
"Cali, Rueda and Casino are different styles of this popular Latin dance.",Salsa,Rumba,Salsa,Bachata,Samba
What is the Tagalog word for tree?,puno,kahoy,bahay,bola,puno
What does the Tagalog word pera mean in English?,money,candle,book,pen,money
Is it true that the Tagalog word salamin means pencil in English?,False,False,True,,
What does the Tagalog phrase Saan ka nakatira? mean in English?,Where do you live?,What is your name?,How do you know?,Where do you live?,When is your birthday?
"Beautiful is to the Tagalog word maganda, as fat is to this word.",mataba,pangit,makulay,mainit,mataba
The Tagalog word tama means correct in English.,True,False,True,,
One is to the Tagalog word isa as two is to this Tagalog word.,dalawa,lima,tatlo,apat,dalawa
Does the Tagalog word anim mean six in English?,Yes,No,Yes,,
What Tagalog word means Monday?,Lunes,Miyerkules,Martes,Huwebes,Lunes
What does the Tagalog word Sabado mean in English?,Saturday,Friday,Saturday,Monday,Thursday
What is the lyrical dance a mix of?,Jazz and Ballet,Tap and Jazz,Ballet and tap,Jazz and Ballet,Jazz tap and ballet
"In dancing, the word foutette means to straighten.",False,True,False,,
A grand jete is a type of leap in dancing.,Yes,Yes,No,,
"In dancing, what is Triple Threat?","Singing, Dancing and Acting","Hip Hop, Jazz and Point","Tap, Jazz and Ballet","Singing, Dancing and Acting","Point, Ballet and Jazz"
Of what origin was painter and etcher Rembrandt?,Dutch,Italian,French,Spanish,Dutch
Rembrandt initially achieved success as a painter of what type of paintings?,Portraits,Portraits,Murals,Marine paintings,Icons
What personal tragedy did Rembrandt experience after he got married?,All of these,His first child died.,His second child died.,His third child died.,All of these
Why did Rembrandt nearly go bankrupt at a certain point of his life?,He collected tons of art pieces.,He was a gambler.,He collected tons of art pieces.,He spent his money on alcohol.,All of these
"What common name was given to Rembrandts famous painting, The Company of Frans Banning Cocq and Willem van Ruytenburch?",The Night Watch,The Guard of the Tower,The Night Watch,The Evening Council,The Men in Armor
Rembrandt is believed to have suffered from this medical condition.,Stereoblindness,Shortsightedness,Night blindness,Stereoblindness,All of these
Who is the man whose corpse is depicted in Rembrandts famous painting The Anatomy Lesson of Dr. Nicolaes Tulp?,A criminal,Rembrandts father,Rembrandt himself,Rembrandts son,A criminal
During what century did painter Rembrandt live and work?,Seventeenth century,Eighteenth century,Seventeenth century,Sixteenth century,Fifteenth century
What did Rembrandt seek to achieve in his art according to a statement he made in a letter?,the greatest and most natural movement,the greatest and most natural movement,to provoke the beholder to create a story in his own head,to keep the eye of the beholder on the painting,"the best possible combination of light, shadow and color"
Which of these is true about Rembrandts famous painting The Storm on the Sea of Galilee that was stolen in 1990?,It is the only marine painting by Rembrandt.,It is the only marine painting by Rembrandt.,It is Rembrandts only work to feature the image of Jesus.,All of these,It is the only painting by Rembrandt to feature religious images.
"What is the missing word from the Chinese proverb: If the wind comes from an empty ..., its not without a reason?",Cave,Cave,Room,Chest,House
